Month,Day,TOTALDEMAND,YEAR,Date,relative_humidity,dew_temp,max_temp,min_temp,temp2m,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M,avg_temp,ws_avg_50,ws_avg_10,
7,1,246073.5,2017,01-07-2017,70.88,0.17,12.15,0.47,5.07,2.19,1.53,7.37,6.06,5.52,3.75,6.31,4.78,3.795,
7,2,240274.9,2017,02-07-2017,64.93,-1.74,12.08,-0.54,4.34,5.71,3.56,8.34,6.64,7.07,4.57,5.77,7.025,5.1,
7,3,279530.64,2017,03-07-2017,80.58,2.83,11.22,2.17,6.33,7.85,4.56,10.2,7.91,8.73,5.72,6.695,9.025,6.235,
7,4,268059.61,2017,04-07-2017,86.9,7.26,13.44,6.38,9.39,6.73,3.67,10.26,7.17,8.22,5.46,9.91,8.495,5.42,
7,5,268169.33,2017,05-07-2017,89.65,6.75,12.4,4.83,8.38,4.83,2.85,6.4,5.18,5.7,3.67,8.615,5.615,4.015,
7,6,275799.43,2017,06-07-2017,86.96,4.94,12.35,3.34,6.97,4.36,2.47,7.7,4.76,5.76,3.81,7.845,6.03,3.615,
7,7,268156.14,2017,07-07-2017,82.51,4.22,12.03,4.12,7.03,5.15,2.94,7.61,5.58,6.3,4.32,8.075,6.38,4.26,
7,8,247375.94,2017,08-07-2017,85.8,4.86,12.01,3.78,7.11,4.86,2.74,7.83,5.09,6.08,4.03,7.895,6.345,3.915,
7,9,232128.06,2017,09-07-2017,84.7,4.84,11.84,4.92,7.26,6.39,3.49,9.61,7.69,7.72,5.22,8.38,8,5.59,
7,10,266264.65,2017,10-07-2017,84.77,5.54,13.52,3.83,7.97,5.03,2.79,8.07,5.68,6.32,4.08,8.675,6.55,4.235,
7,11,274705.56,2017,11-07-2017,88.27,6.01,12.35,5.18,7.84,1.47,1,4.83,2.92,2.96,2.05,8.765,3.15,1.96,
7,12,276304.21,2017,12-07-2017,87.2,4.56,12.63,2.93,6.55,3.22,2.19,6.96,4.06,4.81,3.11,7.78,5.09,3.125,
7,13,269244.78,2017,13-07-2017,75.13,3.68,13.1,3.3,7.82,7.1,4.15,12.76,9.87,10.53,7.6,8.2,9.93,7.01,
7,14,262775.49,2017,14-07-2017,76.52,5.08,13.11,4.84,9.02,6.3,3.7,12.22,9.07,8.61,6.16,8.975,9.26,6.385,
7,15,248973.39,2017,15-07-2017,79.84,3.02,11.03,3.16,6.31,1.49,1.05,6.33,3.99,4.52,3.1,7.095,3.91,2.52,
7,16,239855.28,2017,16-07-2017,73.94,1.35,10.68,1.41,5.66,5.85,3.51,11.29,8.73,8.68,6.07,6.045,8.57,6.12,
7,17,263736.48,2017,17-07-2017,69.75,3.6,13.57,5.64,8.91,8.81,5.79,13.11,10.43,11.32,8.41,9.605,10.96,8.11,
7,18,272243.67,2017,18-07-2017,91.53,6.82,10.24,6.33,8.11,5.78,3.22,8.9,6.98,7.57,5.16,8.285,7.34,5.1,
7,19,267812.52,2017,19-07-2017,89.44,6.52,10.58,6.32,8.22,6.62,3.89,12.44,9.74,9.05,6.18,8.45,9.53,6.815,
7,20,278632.58,2017,20-07-2017,83.24,4.46,10.41,3.98,7.14,5.14,3.02,10.53,8.27,8.49,5.79,7.195,7.835,5.645,
7,21,280147.79,2017,21-07-2017,78.59,3.3,12.7,2.99,6.84,0.96,0.72,7.43,4.37,3.6,2.34,7.845,4.195,2.545,
7,22,244794.26,2017,22-07-2017,63.87,0.35,12.45,1.24,6.76,7.65,4.56,13.15,9.97,10.81,7.97,6.845,10.4,7.265,
7,23,236015.33,2017,23-07-2017,82.22,5.2,12.63,5.24,8.25,5.53,3.23,12.46,9.22,8.34,5.8,8.935,8.995,6.225,
7,24,272661.18,2017,24-07-2017,87.47,6.55,13.18,5.67,8.51,5.15,2.78,8.27,5.71,6.36,4.02,9.425,6.71,4.245,
7,25,259398.53,2017,25-07-2017,76.9,5.94,16.59,5.46,9.82,8.08,4.65,12.15,9.35,9.5,6.46,11.025,10.115,7,
7,26,266396.68,2017,26-07-2017,87.23,6.91,12.31,5.96,8.92,2.2,1.57,9.97,6.93,6.95,4.78,9.135,6.085,4.25,
7,27,272007.83,2017,27-07-2017,83.67,5.06,12.18,3.61,7.65,3.29,2.27,12.33,9.27,8.57,6.23,7.895,7.81,5.77,
7,28,260864.1,2017,28-07-2017,78.32,5.3,13.24,6.12,8.91,3.25,1.85,9.26,6.18,6.54,4.21,9.68,6.255,4.015,
7,29,222662.47,2017,29-07-2017,61.17,3.56,16.51,5.22,10.78,8.39,5.21,17.16,13.8,13.2,9.71,10.865,12.775,9.505,
7,30,215160.99,2017,30-07-2017,77.63,6.14,14.54,7.07,9.95,3.07,2.06,9.47,7.35,6.85,4.61,10.805,6.27,4.705,
7,31,264553.76,2017,31-07-2017,77.6,5.01,13.22,5.53,8.73,1.12,0.8,3.91,2.9,2.61,1.9,9.375,2.515,1.85,
8,1,269640.45,2017,01-08-2017,82.74,5.69,14.13,5.08,8.48,0.4,0.29,4.73,2.84,2.16,1.52,9.605,2.565,1.565,
8,2,281458.37,2017,02-08-2017,80.01,3.47,12.87,4.02,6.81,1.26,1.07,4.43,2.68,2.47,1.77,8.445,2.845,1.875,
8,3,302710.86,2017,03-08-2017,90.04,4.5,9.04,3.71,6.07,2.36,1.55,4.94,2.93,3.28,2.19,6.375,3.65,2.24,
8,4,283295.79,2017,04-08-2017,88.46,5.23,9.03,5.32,7,2.01,1.23,11.84,8.78,7.08,5.15,7.175,6.925,5.005,
8,5,233392.91,2017,05-08-2017,77.15,4.56,11.51,6.51,8.35,8.93,6.24,14.35,10.59,11.29,8.4,9.01,11.64,8.415,
8,6,234702.28,2017,06-08-2017,83.43,4.83,9.34,5.96,7.45,8.68,5.95,13.87,10.34,10.35,7.79,7.65,11.275,8.145,
8,7,277926.35,2017,07-08-2017,90.02,5.59,9.45,5.56,7.11,7.18,4.25,9.66,6.92,8.09,5.74,7.505,8.42,5.585,
8,8,278216.87,2017,08-08-2017,88.7,6.67,13.24,4.65,8.51,5.73,3.54,8.1,5.85,7.06,4.51,8.945,6.915,4.695,
8,9,260088.75,2017,09-08-2017,81.08,7.18,15.29,6.54,10.29,4.79,2.98,9.6,6.78,6.73,4.56,10.915,7.195,4.88,
8,10,244723.85,2017,10-08-2017,60.94,4.54,16.36,8.7,11.91,9.63,5.58,15.02,11.72,11.56,8.2,12.53,12.325,8.65,
8,11,245724.69,2017,11-08-2017,71.77,5.39,13.9,6.54,10.27,7.6,4.62,13.1,9.3,10.33,7.19,10.22,10.35,6.96,
8,12,227338.9,2017,12-08-2017,84.23,7.84,13.48,8.17,10.4,5.98,2.83,12.92,9.23,8.32,5.53,10.825,9.45,6.03,
8,13,212549.12,2017,13-08-2017,66.65,4.31,16.72,4.66,10.34,5.73,3.38,10.54,6.9,7.92,5.07,10.69,8.135,5.14,
8,14,243067.91,2017,14-08-2017,65.86,5.49,18.54,7.96,11.91,2.24,1.35,10.96,7.43,6.44,4.48,13.25,6.6,4.39,
8,15,254386.6,2017,15-08-2017,86.81,10.43,17.56,7.71,12.68,6.6,3.52,14.27,10.57,10.79,7.5,12.635,10.435,7.045,
8,16,242890.76,2017,16-08-2017,72.93,6.44,14.03,9.35,11.18,10.76,7.11,14.55,11.28,12.82,9.24,11.69,12.655,9.195,
8,17,258447.61,2017,17-08-2017,83.07,6.59,11.66,7.15,9.31,7.75,5.84,13.56,9.84,10.58,7.74,9.405,10.655,7.84,
8,18,267125.97,2017,18-08-2017,87.24,5.18,8.72,5.56,7.15,7.97,4.98,12.34,9.53,10.37,7.44,7.14,10.155,7.255,
8,19,249705.34,2017,19-08-2017,77.92,3.13,10.59,3.92,6.71,4.33,2.8,8,5.22,6.05,4.12,7.255,6.165,4.01,
8,20,239597.99,2017,20-08-2017,70.57,2.07,12.53,3.09,7.1,0.87,0.77,4.76,2.99,2.79,1.87,7.81,2.815,1.88,
8,21,280820.59,2017,21-08-2017,82.26,3.57,9.97,4.47,6.45,3.95,2.23,6.58,5.35,5.43,3.6,7.22,5.265,3.79,
8,22,267618.91,2017,22-08-2017,79.94,5.54,14.99,3.9,8.83,4.78,2.64,6.47,4.31,5.49,3.54,9.445,5.625,3.475,
8,23,266113.64,2017,23-08-2017,85.72,7.14,14.6,6.15,9.42,4.87,3.11,9.31,7.18,6.87,4.66,10.375,7.09,5.145,
8,24,271239.88,2017,24-08-2017,85.94,5.29,11.3,4.49,7.5,3.98,2.59,6.21,5.02,5.28,3.66,7.895,5.095,3.805,
8,25,267333.15,2017,25-08-2017,79.21,4.37,13.52,2.5,7.81,2.87,1.78,4.47,3.28,3.72,2.64,8.01,3.67,2.53,
8,26,234888.2,2017,26-08-2017,79.41,5.69,13.99,4.8,9.08,4.67,2.88,8.57,5.55,6.42,4.39,9.395,6.62,4.215,
8,27,230355.87,2017,27-08-2017,76.09,2.92,9.66,3.87,6.93,6.29,3.54,10.5,8.43,8.76,6.19,6.765,8.395,5.985,
8,28,278828.99,2017,28-08-2017,80.35,3.29,10.65,3.09,6.44,2.32,1.56,6.03,4.15,4.31,3.03,6.87,4.175,2.855,
8,29,279628.08,2017,29-08-2017,80.67,4.31,12.47,3.7,7.44,2.92,1.95,5.54,3.32,4.01,2.8,8.085,4.23,2.635,
8,30,275026.93,2017,30-08-2017,83.53,4.48,12.3,3.87,7.15,4.68,2.95,7.18,5.94,6.32,4.36,8.085,5.93,4.445,
8,31,267964.51,2017,31-08-2017,68.83,2.53,14.27,3.49,7.92,2.82,2.08,4.28,3.14,3.43,2.48,8.88,3.55,2.61,
9,1,251921.46,2017,01-09-2017,65.8,2.12,15.31,1.79,8.21,2.93,2.07,7.78,6.28,6.33,4.19,8.55,5.355,4.175,
9,2,228196.23,2017,02-09-2017,64.8,5.03,16.88,6.67,11.67,7.79,4.68,13.86,9.61,10.08,7.03,11.775,10.825,7.145,
9,3,207928.66,2017,03-09-2017,62.98,4.85,14.51,8.59,11.72,9.53,7.17,14.5,10.36,11.76,8.51,11.55,12.015,8.765,
9,4,256002.11,2017,04-09-2017,78.6,3.78,9.33,5.05,7.3,10.19,7.16,12.74,9.98,11.25,8.27,7.19,11.465,8.57,
9,5,275393.34,2017,05-09-2017,81.73,3.74,9.55,4.52,6.67,9.47,6.28,12.33,9.55,11.12,8.23,7.035,10.9,7.915,
9,6,269639.89,2017,06-09-2017,84.75,5.78,12.68,4.18,8.25,7.23,4.11,10.8,8.47,9.06,6.31,8.43,9.015,6.29,
9,7,266811.44,2017,07-09-2017,83.05,6.62,13.82,6.16,9.36,7.59,4.53,10.31,8.17,8.57,5.87,9.99,8.95,6.35,
9,8,265086.2,2017,08-09-2017,75.42,3.58,12.14,4.22,7.72,6.39,3.63,10.2,8.12,7.89,5.38,8.18,8.295,5.875,
9,9,240908.02,2017,09-09-2017,82.75,5.91,13.59,5.02,8.69,4.09,2.51,7.36,4.9,5.63,3.76,9.305,5.725,3.705,
9,10,229168.13,2017,10-09-2017,75.88,5.49,15.48,5.31,9.53,1.89,1.18,6.19,3.5,3.04,2.02,10.395,4.04,2.34,
9,11,254338.06,2017,11-09-2017,67.13,6.39,17.36,6.6,12.5,6.98,3.93,11.24,8.63,9.98,6.88,11.98,9.11,6.28,
9,12,261813.78,2017,12-09-2017,78.79,10.21,19.88,10.69,13.86,2,1.19,11.16,8.23,6.24,3.93,15.285,6.58,4.71,
9,13,254384.63,2017,13-09-2017,81.26,6.54,12.8,5.7,9.73,7.18,3.66,10.87,8.62,8.76,6.12,9.25,9.025,6.14,
9,14,263973.61,2017,14-09-2017,81.15,5.62,12.6,4.77,8.76,7.83,5.55,10.64,8.18,9.13,6.54,8.685,9.235,6.865,
9,15,257523.21,2017,15-09-2017,83.43,8.25,15.21,7.74,10.95,7.3,3.93,10.12,7.91,8.65,5.83,11.475,8.71,5.92,
9,16,222603.12,2017,16-09-2017,73.41,3.73,12.13,5.42,8.36,4.57,2.73,8.9,7.21,7.37,5.3,8.775,6.735,4.97,
9,17,209532,2017,17-09-2017,60.46,2.03,16.65,2.93,9.4,1.93,1.45,10.07,6.81,6.66,4.57,9.79,6,4.13,
9,18,230247.08,2017,18-09-2017,56.55,2.32,18.42,5.62,11.12,10.27,7.16,15.71,12.36,12.51,9.19,12.02,12.99,9.76,
9,19,248067.91,2017,19-09-2017,71.02,4.31,14.01,6.27,9.32,2.29,1.62,10.82,7.43,7.04,5.02,10.14,6.555,4.525,
9,20,246922.76,2017,20-09-2017,68.14,5.17,17.65,4.82,10.87,1.32,1,7.94,5.65,5.64,3.77,11.235,4.63,3.325,
9,21,238619.86,2017,21-09-2017,62.12,5.85,20.12,8.73,13.19,4.08,2.42,13.05,9.91,8.87,6.24,14.425,8.565,6.165,
9,22,233222.5,2017,22-09-2017,68.88,9.16,22.92,8.7,14.87,1.51,1.12,8.9,5.3,4.66,3.04,15.81,5.205,3.21,
9,23,202024.58,2017,23-09-2017,52.67,7.44,26.64,11.41,17.32,6.56,3.94,16.26,11.57,10.56,6.9,19.025,11.41,7.755,
9,24,185216.48,2017,24-09-2017,67.42,6.7,16.08,10.02,12.62,6.67,4.1,14.86,11.3,11.61,8.51,13.05,10.765,7.7,
9,25,238252.97,2017,25-09-2017,79.05,6.43,12.75,5.25,9.93,4.94,2.96,10.75,7.64,7.18,5.18,9,7.845,5.3,
9,26,248905.88,2017,26-09-2017,68.07,3.93,15.94,3.71,9.56,0.82,0.97,4.81,2.91,2.88,1.96,9.825,2.815,1.94,
9,27,238056.14,2017,27-09-2017,58.65,5.38,21.92,6.8,13.61,4.21,2.21,12.73,9.37,8.24,5.41,14.36,8.47,5.79,
9,28,233311.71,2017,28-09-2017,69.17,5.99,16.01,7.18,11.46,4.89,2.96,9.23,6.22,7,4.78,11.595,7.06,4.59,
9,29,205694.51,2017,29-09-2017,69.79,5.36,16.24,4.88,10.66,5.41,3.28,10.92,7.64,8.13,5.71,10.56,8.165,5.46,
9,30,201403.64,2017,30-09-2017,65.94,4.73,15.5,6.51,10.89,4.92,2.95,11.53,7.99,8.44,6.07,11.005,8.225,5.47,
10,1,202308.28,2017,01-10-2017,76.73,6.88,16.93,5.5,10.86,3.17,2.1,7.18,5.84,5.56,3.86,11.215,5.175,3.97,
10,2,238452.84,2017,02-10-2017,75.29,7.19,18.37,6.47,11.42,1.57,1.4,4.99,2.88,3.01,2.11,12.42,3.28,2.14,
10,3,237712.83,2017,03-10-2017,65.95,6.95,21.89,6.35,13.24,2.19,1.5,5.22,3.99,3.97,2.84,14.12,3.705,2.745,
10,4,229209.24,2017,04-10-2017,62.51,8.73,24.76,8.03,15.89,2.39,1.41,7.89,4.06,3.93,2.51,16.395,5.14,2.735,
10,5,226269.16,2017,05-10-2017,69.27,8.83,19.94,9.21,14.44,6.04,4.23,11.18,8.98,8.62,6.08,14.575,8.61,6.605,
10,6,236718.56,2017,06-10-2017,75.08,6.71,14.74,8.8,10.94,4.29,2.64,9.92,7.46,7.66,5.76,11.77,7.105,5.05,
10,7,203949.19,2017,07-10-2017,57.95,5.14,20.98,6.61,13.38,3.58,2.47,7.88,4.78,5.18,3.34,13.795,5.73,3.625,
10,8,194107.09,2017,08-10-2017,63.81,9.77,23.21,12.27,17.17,3.53,1.78,14.08,10.62,8.88,5.98,17.74,8.805,6.2,
10,9,222864.73,2017,09-10-2017,71.71,7.86,17.88,7.57,13.15,2.51,1.65,8.48,7,6.64,4.74,12.725,5.495,4.325,
10,10,233112.85,2017,10-10-2017,59.65,4.94,20.33,6.22,12.66,0.69,0.75,4.25,2.75,2.07,1.54,13.275,2.47,1.75,
10,11,228267.08,2017,11-10-2017,56.72,6.8,22.68,8.86,15.74,5.02,2.87,16.58,12.08,11.22,8.03,15.77,10.8,7.475,
10,12,227915.47,2017,12-10-2017,65.06,6.18,18.24,7.75,12.64,6.51,4.01,10.32,7.84,8.44,6,12.995,8.415,5.925,
10,13,234097.45,2017,13-10-2017,72.92,7.53,17.39,8.36,12.23,2.64,1.7,6.91,5.6,5.74,4.14,12.875,4.775,3.65,
10,14,204074.33,2017,14-10-2017,72.52,7.3,18.66,7.15,12.1,2.09,1.41,5.4,4.5,3.82,2.89,12.905,3.745,2.955,
10,15,196217.63,2017,15-10-2017,69.43,7.64,21.56,7.36,13.11,0.25,0.2,5.41,4.18,2.99,2.28,14.46,2.83,2.19,
10,16,231814.79,2017,16-10-2017,60.91,10.08,27.37,8.59,17.74,0.99,0.67,5.61,4.45,3.43,2.42,17.98,3.3,2.56,
10,17,234940.44,2017,17-10-2017,49.69,8.99,28.32,12.28,19.88,4.81,2.76,9.1,7.01,6.65,4.34,20.3,6.955,4.885,
10,18,242174.2,2017,18-10-2017,48.29,9.52,28.89,12.85,20.94,6.42,3.44,10.3,7.9,8.55,5.48,20.87,8.36,5.67,
10,19,236402.35,2017,19-10-2017,71.07,12.67,24.85,10.15,18.23,5.86,3.49,9.8,6.97,8.25,5.51,17.5,7.83,5.23,
10,20,216825.33,2017,20-10-2017,62.38,4.84,16.59,8.17,11.89,5.87,3.3,9.35,7.98,8.03,5.87,12.38,7.61,5.64,
10,21,204391.95,2017,21-10-2017,70.05,6.32,16.05,7.82,11.62,5.57,3.34,6.74,5.89,6.13,4.52,11.935,6.155,4.615,
10,22,201142.08,2017,22-10-2017,80.59,9.08,16.96,9.07,12.32,4.09,2.34,7.11,6.11,5.88,4.35,13.015,5.6,4.225,
10,23,231098.87,2017,23-10-2017,71.14,9.21,22.04,9.49,14.38,1.45,1.29,5.98,4.72,3.42,2.53,15.765,3.715,3.005,
10,24,236020.62,2017,24-10-2017,70.47,10.13,22.61,10.77,15.49,0.46,0.23,5.12,3.85,2.84,2.18,16.69,2.79,2.04,
10,25,231626.06,2017,25-10-2017,84.41,10.62,17.45,10.05,13.18,1.67,1.56,5.98,4.36,3.78,2.94,13.75,3.825,2.96,
10,26,234666.89,2017,26-10-2017,73.99,8.23,18.05,9.41,12.77,4.07,2.49,6.55,5.95,5.92,4.62,13.73,5.31,4.22,
10,27,225266.53,2017,27-10-2017,53.75,7.99,25.28,9.32,17.6,0.46,0.31,12.5,8.1,6.8,4.67,17.3,6.48,4.205,
10,28,201492.84,2017,28-10-2017,67.29,10.17,20.67,11.99,16.48,1.24,1,11.9,7.7,4.08,2.85,16.33,6.57,4.35,
10,29,184365.91,2017,29-10-2017,52.99,7.91,26.07,10.1,17.78,1.09,0.68,15.28,11.14,9.14,6.56,18.085,8.185,5.91,
10,30,224455.3,2017,30-10-2017,72.18,4.77,13.2,5.6,9.55,3.29,2.7,7.62,6.29,5.8,4.4,9.4,5.455,4.495,
10,31,232358.94,2017,31-10-2017,67.64,5.22,16.64,4.94,11.07,4.51,2.56,7.31,6.24,5.81,4.16,10.79,5.91,4.4,
11,1,228726.04,2017,01-11-2017,77.12,9.18,17.48,9.52,13.13,5.21,2.87,6.85,5.85,6.16,4.39,13.5,6.03,4.36,
11,2,240941.57,2017,02-11-2017,76.49,7.61,15.71,8.62,11.62,2.31,1.53,5.41,4.2,4.06,3.11,12.165,3.86,2.865,
11,3,226903.99,2017,03-11-2017,64.9,3.94,15.49,5.89,10.42,2.3,1.45,8.98,7.67,6.65,4.92,10.69,5.64,4.56,
11,4,203221.63,2017,04-11-2017,61.95,3.32,16.25,5.3,10.35,5.17,2.97,7.39,6.54,6.24,4.55,10.775,6.28,4.755,
11,5,190736.33,2017,05-11-2017,64.36,4.61,15.85,6.86,11.13,4.06,2.83,7.22,5.98,5.35,4.08,11.355,5.64,4.405,
11,6,209265.58,2017,06-11-2017,67.42,5.63,15.8,7.98,11.55,6.21,3.86,10.39,8.92,8.21,6.2,11.89,8.3,6.39,
11,7,201184.59,2017,07-11-2017,65.96,5.29,15.84,8.51,11.53,7.2,4.25,9.4,7.67,8.12,6.13,12.175,8.3,5.96,
11,8,223476.97,2017,08-11-2017,64.38,6.6,19.72,8.25,13.2,3.55,2.62,6.98,4.45,4.76,3.5,13.985,5.265,3.535,
11,9,227079.87,2017,09-11-2017,61.76,7.56,23.78,8.17,14.91,0.89,1.13,6.49,5.29,3.75,2.96,15.975,3.69,3.21,
11,10,230312.89,2017,10-11-2017,58.9,9.02,25.43,9.52,17.26,0.62,0.42,5.6,3.98,2.8,1.9,17.475,3.11,2.2,
11,11,208388.69,2017,11-11-2017,55.09,9.63,27.48,12.47,18.96,0.54,0.53,7.21,5.82,3.67,2.71,19.975,3.875,3.175,
11,12,197548.47,2017,12-11-2017,59.61,10.12,26.67,10.91,18.31,0.54,0.76,5.71,4.48,3.39,2.57,18.79,3.125,2.62,
11,13,251591.68,2017,13-11-2017,48.5,10.13,31.75,11.58,21.56,1.17,0.89,6.27,3.87,3.25,2.25,21.665,3.72,2.38,
11,14,270841.64,2017,14-11-2017,43.11,10.8,32.65,16.11,24.17,3.93,2.23,9,6.97,6.63,4.29,24.38,6.465,4.6,
11,15,260770.1,2017,15-11-2017,55.49,11.93,28.38,16.17,21.43,3.28,2.3,10.69,8.15,7.77,5.5,22.275,6.985,5.225,
11,16,233431.93,2017,16-11-2017,85.55,15.49,21.67,15.64,17.95,3.18,1.68,7.48,5.81,5.31,3.76,18.655,5.33,3.745,
11,17,235595.24,2017,17-11-2017,65.9,12.05,24.29,13.28,18.66,1.25,0.77,5.44,4.32,3.68,2.57,18.785,3.345,2.545,
11,18,213460.42,2017,18-11-2017,65.74,12.99,25.2,13.11,19.76,1.58,0.85,4.6,3.69,2.97,2.13,19.155,3.09,2.27,
11,19,202513.56,2017,19-11-2017,63.59,14.04,28.06,15.01,21.23,2.26,1.7,6.01,4.71,4.25,2.88,21.535,4.135,3.205,
11,20,257316.54,2017,20-11-2017,50.52,11.8,30.33,15.17,22.69,1.37,0.91,6.76,5.4,3.79,2.65,22.75,4.065,3.155,
11,21,274302.99,2017,21-11-2017,43.31,10.29,31.53,15.48,23.75,0.86,0.59,5.85,4.63,3.99,2.65,23.505,3.355,2.61,
11,22,277764.5,2017,22-11-2017,43.06,10.02,31.56,16.49,23.5,1.5,1.33,6.51,5,4.22,2.93,24.025,4.005,3.165,
11,23,270324.23,2017,23-11-2017,43.38,10.25,32.04,15.04,23.66,0.48,0.27,6.5,5.11,3.32,2.38,23.54,3.49,2.69,
11,24,267902.58,2017,24-11-2017,65.61,15.01,26.52,17.74,21.8,1.11,0.93,6.02,4.6,4.11,2.52,22.13,3.565,2.765,
11,25,242439.19,2017,25-11-2017,65.92,16.12,29.48,17.07,22.88,0.66,0.26,6.63,5.17,3.85,2.55,23.275,3.645,2.715,
11,26,217435.75,2017,26-11-2017,76.91,16.57,24.96,16.26,20.79,0.3,0.11,6.51,5.07,3.44,2.52,20.61,3.405,2.59,
11,27,230858.01,2017,27-11-2017,76.04,12.77,21.41,13.08,17.07,5.01,3.14,6.41,5.83,5.88,4.82,17.245,5.71,4.485,
11,28,259596.94,2017,28-11-2017,63.79,13.9,30.11,12.31,21.1,0.46,0.2,5.97,4.45,3.66,2.55,21.21,3.215,2.325,
11,29,303461.9,2017,29-11-2017,47.69,14.47,34.75,18.21,26.52,1.86,1.51,8.38,6.18,5.28,3.4,26.48,5.12,3.845,
11,30,309264.67,2017,30-11-2017,52.67,15.85,32.22,20.83,26.2,4.63,2.35,9.61,7.32,7.39,4.81,26.525,7.12,4.835,
12,1,245039.12,2017,01-12-2017,81.02,15.83,23.56,14.17,19.34,5.11,3.79,9.43,6.85,7.23,5.33,18.865,7.27,5.32,
12,2,198468.44,2017,02-12-2017,89.59,12.15,15.98,11.82,13.87,6.84,5.03,12.84,10.36,10.16,7.97,13.9,9.84,7.695,
12,3,184975.41,2017,03-12-2017,74.26,8.48,15.99,10.83,13.01,6.74,4.08,11.08,8.73,9.8,7.57,13.41,8.91,6.405,
12,4,223251.96,2017,04-12-2017,78.03,9.49,16.42,11.01,13.24,5.7,3.37,7.87,6.73,7.04,5.25,13.715,6.785,5.05,
12,5,226127.35,2017,05-12-2017,75.73,10.98,19.88,10.45,15.25,5.08,3.17,6.74,5.84,5.92,4.41,15.165,5.91,4.505,
12,6,230766.26,2017,06-12-2017,76.01,11.33,20.77,11.37,15.53,2.48,1.83,5.42,4.38,3.99,3.12,16.07,3.95,3.105,
12,7,231473.94,2017,07-12-2017,72.13,10.38,21.95,9.9,15.41,0.97,0.68,8.41,6.61,3.9,2.95,15.925,4.69,3.645,
12,8,219136.94,2017,08-12-2017,67.03,7.77,18.62,9.25,13.8,1.51,0.93,6.57,5.07,4.81,3.7,13.935,4.04,3,
12,9,198669.6,2017,09-12-2017,70.45,10.89,22.29,10.46,16.36,3.47,2.09,8.07,6.52,6.05,4.38,16.375,5.77,4.305,
12,10,195430.02,2017,10-12-2017,71.51,11.97,23.76,12.1,17.17,1.84,1.22,6.56,5.53,3.74,2.93,17.93,4.2,3.375,
12,11,229360.37,2017,11-12-2017,72,11.7,22.3,12.46,16.77,3.17,2.3,6.04,5.2,4.44,3.54,17.38,4.605,3.75,
12,12,243890.35,2017,12-12-2017,61.51,10.91,26.19,12.54,18.53,0.99,1.23,4.98,3.3,3.15,2.42,19.365,2.985,2.265,
12,13,293866.19,2017,13-12-2017,45.75,11.86,33.53,14.65,24.45,2.45,1.46,10.03,6.98,7.63,4.94,24.09,6.24,4.22,
12,14,258561.62,2017,14-12-2017,66.18,13.21,25.51,13.45,19.77,2.23,1.09,6.91,6.03,5.56,4.26,19.48,4.57,3.56,
12,15,241642.11,2017,15-12-2017,56.96,9.42,26.6,11.14,18.18,0.7,0.83,5.86,4.2,3.72,2.66,18.87,3.28,2.515,
12,16,220308.72,2017,16-12-2017,64.96,11.53,25.97,12.86,18.27,1.72,1.66,6.83,5.92,4.17,3.35,19.415,4.275,3.79,
12,17,214425.68,2017,17-12-2017,70.8,13.1,25.32,13.47,18.5,2.29,1.49,6.2,4.94,5.07,4.09,19.395,4.245,3.215,
12,18,277899.35,2017,18-12-2017,52.19,13.45,32.67,15.65,24.01,0.36,0.44,5.83,2.91,2.51,1.57,24.16,3.095,1.675,
12,19,285740.79,2017,19-12-2017,61.82,16.99,31.6,17.12,24.96,1.56,0.67,13.42,9.71,8.05,5.21,24.36,7.49,5.19,
12,20,229833.98,2017,20-12-2017,63.66,10.82,23.58,12.74,17.88,1.76,0.9,8.48,6.98,6.35,4.76,18.16,5.12,3.94,
12,21,228925.06,2017,21-12-2017,61.68,10.23,25.1,10.76,17.72,2.35,2.15,6.41,5.01,3.84,2.99,17.93,4.38,3.58,
12,22,232857.58,2017,22-12-2017,57.18,11.04,28.46,13.19,19.91,0.52,0.48,3.99,3.05,2.9,2.13,20.825,2.255,1.765,
12,23,218728.02,2017,23-12-2017,51.33,10.57,29.79,13.22,21.29,1.21,0.87,9.54,6.68,5.05,3.29,21.505,5.375,3.775,
12,24,185712.46,2017,24-12-2017,62.36,8.75,19.98,13.02,16.12,6.76,4.95,9.02,7.82,7.97,6.49,16.5,7.89,6.385,
12,25,170188.75,2017,25-12-2017,61.58,8.77,21.61,12.79,16.19,7.39,4.75,9.1,7.91,8.26,6.55,17.2,8.245,6.33,
12,26,197277.71,2017,26-12-2017,55.48,11.02,28.88,10.59,20.29,0.42,0.38,7.15,4.4,3.45,2.38,19.735,3.785,2.39,
12,27,257507.51,2017,27-12-2017,49.61,13.81,32.74,17.31,25.17,3.34,1.66,11.32,8.99,7.93,5.4,25.025,7.33,5.325,
12,28,261398.31,2017,28-12-2017,56.65,15.74,32.58,17.38,24.97,0.61,0.63,5.84,5.07,3.34,2.45,24.98,3.225,2.85,
12,29,231144.09,2017,29-12-2017,88.8,17.44,23.07,15.82,19.43,0.69,0.62,5.65,4.27,3.17,2.42,19.445,3.17,2.445,
12,30,192717.95,2017,30-12-2017,66.82,10.63,20.94,12.51,16.75,3.15,1.94,10.31,8.37,7.24,5.46,16.725,6.73,5.155,
